item_id,product_name,current_stock,stock_status,priority,alert
392,LightPink Laborum,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
393,RoyalBlue Quod,0,Perfect,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
394,Moccasin Reiciendis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 476 exceed current stock 0
395,GhostWhite Commodi,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
396,MediumVioletRed Nesciunt,0,Perfect,Medium,Future Restock Warning: Forecasted sales 444 exceed current stock 0
397,Tan Sint,0,Overstock,Medium,Future Restock Warning: Forecasted sales 457 exceed current stock 0
398,Cornsilk Suscipit,0,Overstock,Low,Future Restock Warning: Forecasted sales 458 exceed current stock 0
399,OrangeRed Repellat,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
400,Tomato Nisi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 435 exceed current stock 0
401,LemonChiffon Minus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
402,DarkOrange Expedita,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 427 exceed current stock 0
403,DarkCyan Dolores,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
404,Crimson Sint,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 440 exceed current stock 0
405,Azure Blanditiis,0,Overstock,Low,Future Restock Warning: Forecasted sales 458 exceed current stock 0
406,Khaki Voluptatum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 401 exceed current stock 0
407,Fuchsia Itaque,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
408,Blue Repudiandae,0,Perfect,Medium,Future Restock Warning: Forecasted sales 432 exceed current stock 0
409,Plum Animi,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 455 exceed current stock 0
410,Lavender Occaecati,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
411,AliceBlue Quis,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 440 exceed current stock 0
412,LightCyan Maxime,0,Overstock,Low,Future Restock Warning: Forecasted sales 423 exceed current stock 0
413,DarkGreen Veniam,0,Overstock,Medium,Future Restock Warning: Forecasted sales 439 exceed current stock 0
414,DarkSalmon Est,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 475 exceed current stock 0
415,Wheat Odit,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 445 exceed current stock 0
416,NavajoWhite Perferendis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 447 exceed current stock 0
417,DarkRed Quaerat,0,Perfect,Medium,Future Restock Warning: Forecasted sales 407 exceed current stock 0
418,Violet Nisi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 483 exceed current stock 0
419,Gainsboro Nulla,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 445 exceed current stock 0
420,LightCyan Explicabo,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 461 exceed current stock 0
421,Azure Qui,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 449 exceed current stock 0
422,Crimson Quo,0,Perfect,Medium,Future Restock Warning: Forecasted sales 457 exceed current stock 0
423,PapayaWhip Veritatis,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 398 exceed current stock 0
424,MediumAquaMarine Voluptate,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 467 exceed current stock 0
425,PaleGreen Hic,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
426,MediumAquaMarine Sunt,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
427,Wheat Veniam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
428,PeachPuff Quaerat,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 417 exceed current stock 0
429,LightCyan Dicta,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
430,NavajoWhite Dolor,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
431,Wheat Perferendis,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 415 exceed current stock 0
432,SlateGray Eum,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
433,DarkGray Natus,0,Overstock,Low,Future Restock Warning: Forecasted sales 432 exceed current stock 0
434,Tomato Non,0,Perfect,Medium,Future Restock Warning: Forecasted sales 437 exceed current stock 0
435,PaleTurquoise Dolorum,0,Overstock,Medium,Future Restock Warning: Forecasted sales 462 exceed current stock 0
436,Gray Dolores,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
437,CadetBlue Magni,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 462 exceed current stock 0
438,Plum Aperiam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 432 exceed current stock 0
439,PaleGreen Autem,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 460 exceed current stock 0
440,SandyBrown Assumenda,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
441,LimeGreen Fugit,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
442,Cyan A,0,Perfect,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
443,Tan Modi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 455 exceed current stock 0
444,Fuchsia Sunt,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 442 exceed current stock 0
445,Azure Saepe,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 393 exceed current stock 0
446,DarkSalmon Veritatis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 477 exceed current stock 0
447,DarkOrange Laudantium,0,Perfect,Medium,Future Restock Warning: Forecasted sales 418 exceed current stock 0
448,PaleGreen Provident,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 454 exceed current stock 0
449,DimGray Aliquam,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
450,Cyan Corporis,0,Perfect,Medium,Future Restock Warning: Forecasted sales 428 exceed current stock 0
451,MediumAquaMarine Ipsa,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
452,Magenta Aperiam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
453,DarkKhaki Commodi,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 436 exceed current stock 0
454,GreenYellow Hic,0,Perfect,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
455,DarkSlateBlue Ad,0,Overstock,Low,Future Restock Warning: Forecasted sales 470 exceed current stock 0
456,MediumVioletRed Autem,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
457,HoneyDew Officiis,0,Overstock,Low,Future Restock Warning: Forecasted sales 446 exceed current stock 0
458,SeaGreen Minima,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 462 exceed current stock 0
459,LightSalmon Suscipit,0,Perfect,Medium,Future Restock Warning: Forecasted sales 448 exceed current stock 0
460,PaleVioletRed Ex,0,Perfect,Medium,Future Restock Warning: Forecasted sales 452 exceed current stock 0
461,Azure Praesentium,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 451 exceed current stock 0
462,NavajoWhite Aperiam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 467 exceed current stock 0
463,LightGreen Iure,0,Perfect,Medium,Future Restock Warning: Forecasted sales 456 exceed current stock 0
464,Chocolate Nulla,0,Perfect,Medium,Future Restock Warning: Forecasted sales 445 exceed current stock 0
465,GhostWhite Mollitia,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 437 exceed current stock 0
466,LightBlue Voluptatibus,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
467,LemonChiffon Et,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
468,SandyBrown Itaque,0,Perfect,Medium,Future Restock Warning: Forecasted sales 449 exceed current stock 0
469,MediumAquaMarine Accusamus,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 427 exceed current stock 0
470,LightCoral Nemo,0,Overstock,Medium,Future Restock Warning: Forecasted sales 451 exceed current stock 0
471,AliceBlue Vero,0,Perfect,Medium,Future Restock Warning: Forecasted sales 456 exceed current stock 0
472,DarkOrange Ullam,0,Overstock,Low,Future Restock Warning: Forecasted sales 433 exceed current stock 0
473,Tomato Illo,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 360 exceed current stock 0
474,Magenta Distinctio,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 427 exceed current stock 0
475,Moccasin Iure,0,Overstock,Medium,Future Restock Warning: Forecasted sales 438 exceed current stock 0
476,Magenta Fuga,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
477,Fuchsia Esse,0,Overstock,Medium,Future Restock Warning: Forecasted sales 437 exceed current stock 0
478,GoldenRod Dicta,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
479,Fuchsia Illo,0,Overstock,Low,Future Restock Warning: Forecasted sales 440 exceed current stock 0
480,MistyRose Rem,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 415 exceed current stock 0
481,Pink Ipsam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 414 exceed current stock 0
482,OldLace Quasi,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 454 exceed current stock 0
483,OliveDrab Quisquam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 425 exceed current stock 0
484,OliveDrab Veritatis,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
485,Peru Hic,0,Overstock,Low,Future Restock Warning: Forecasted sales 429 exceed current stock 0
486,BurlyWood Doloribus,0,Overstock,Low,Future Restock Warning: Forecasted sales 455 exceed current stock 0
487,SteelBlue Quisquam,0,Overstock,Medium,Future Restock Warning: Forecasted sales 433 exceed current stock 0
488,Maroon Ea,0,Perfect,Medium,Future Restock Warning: Forecasted sales 427 exceed current stock 0
489,Silver Explicabo,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 411 exceed current stock 0
490,Aqua Omnis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 375 exceed current stock 0
491,PaleTurquoise Tenetur,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
492,DarkMagenta Expedita,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
493,OliveDrab Qui,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 425 exceed current stock 0
494,DarkGoldenRod Optio,0,Overstock,Low,Future Restock Warning: Forecasted sales 432 exceed current stock 0
495,Cornsilk Similique,0,Overstock,Medium,Future Restock Warning: Forecasted sales 431 exceed current stock 0
496,DodgerBlue Ut,0,Overstock,Low,Future Restock Warning: Forecasted sales 431 exceed current stock 0
497,SteelBlue Rerum,0,Overstock,Low,Future Restock Warning: Forecasted sales 439 exceed current stock 0
498,Aqua Ad,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 460 exceed current stock 0
499,MediumOrchid Est,0,Overstock,Medium,Future Restock Warning: Forecasted sales 427 exceed current stock 0
500,Lavender Qui,0,Overstock,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
501,MediumAquaMarine Excepturi,0,Overstock,Medium,Future Restock Warning: Forecasted sales 450 exceed current stock 0
502,Maroon Ullam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
503,DeepSkyBlue Natus,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 466 exceed current stock 0
504,DarkSalmon Suscipit,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 530 exceed current stock 0
505,DeepPink Officia,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 462 exceed current stock 0
506,LightYellow Nemo,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
507,Magenta Minima,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
508,DarkMagenta Doloribus,0,Overstock,Low,Future Restock Warning: Forecasted sales 470 exceed current stock 0
509,DeepSkyBlue Reiciendis,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 451 exceed current stock 0
510,SeaShell Aspernatur,0,Perfect,Medium,Future Restock Warning: Forecasted sales 439 exceed current stock 0
511,Gainsboro Dolore,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 436 exceed current stock 0
512,RosyBrown Magni,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 415 exceed current stock 0
513,DarkOrchid Magnam,0,Overstock,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
514,LightGreen Alias,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
515,Bisque Ex,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 459 exceed current stock 0
516,OrangeRed Perspiciatis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 498 exceed current stock 0
517,PaleGoldenRod Magni,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 413 exceed current stock 0
518,NavajoWhite Dignissimos,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 424 exceed current stock 0
519,Purple Sit,0,Overstock,Medium,Future Restock Warning: Forecasted sales 392 exceed current stock 0
520,Moccasin Consequuntur,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 426 exceed current stock 0
521,Ivory Quibusdam,0,Overstock,Low,Future Restock Warning: Forecasted sales 464 exceed current stock 0
522,Lime Natus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
523,Beige Architecto,0,Perfect,Medium,Future Restock Warning: Forecasted sales 471 exceed current stock 0
524,Olive Tempore,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
525,LightGray Vero,0,Perfect,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
526,Violet Architecto,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
527,Plum Modi,0,Overstock,Low,Future Restock Warning: Forecasted sales 433 exceed current stock 0
528,BlueViolet Perspiciatis,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 455 exceed current stock 0
529,Violet Sequi,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 494 exceed current stock 0
530,PaleTurquoise Culpa,0,Perfect,Medium,Future Restock Warning: Forecasted sales 390 exceed current stock 0
531,GhostWhite Dolores,0,Perfect,Medium,Future Restock Warning: Forecasted sales 442 exceed current stock 0
532,Lime A,0,Perfect,Medium,Future Restock Warning: Forecasted sales 439 exceed current stock 0
533,DarkGoldenRod Ea,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
534,DarkGoldenRod Sit,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 446 exceed current stock 0
535,Magenta Assumenda,0,Overstock,Low,Future Restock Warning: Forecasted sales 454 exceed current stock 0
536,Maroon Recusandae,0,Perfect,Medium,Future Restock Warning: Forecasted sales 437 exceed current stock 0
537,Salmon Mollitia,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 409 exceed current stock 0
538,DarkOliveGreen Laudantium,0,Overstock,Medium,Future Restock Warning: Forecasted sales 429 exceed current stock 0
539,Silver Odit,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 460 exceed current stock 0
540,YellowGreen Incidunt,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
541,MintCream Earum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 436 exceed current stock 0
542,LavenderBlush Nesciunt,0,Overstock,Low,Future Restock Warning: Forecasted sales 461 exceed current stock 0
543,Silver Non,0,Overstock,Medium,Future Restock Warning: Forecasted sales 478 exceed current stock 0
544,MediumOrchid Iure,0,Overstock,Medium,Future Restock Warning: Forecasted sales 430 exceed current stock 0
545,AliceBlue Rem,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 445 exceed current stock 0
546,DarkGreen Rem,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 482 exceed current stock 0
547,SlateGray Cumque,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
548,DarkSlateBlue Numquam,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 437 exceed current stock 0
549,DarkSalmon Ducimus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 434 exceed current stock 0
550,LightPink Eveniet,0,Perfect,Medium,Future Restock Warning: Forecasted sales 435 exceed current stock 0
551,PowderBlue Odit,0,Perfect,Medium,Future Restock Warning: Forecasted sales 450 exceed current stock 0
552,LightCoral Iure,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 426 exceed current stock 0
553,GhostWhite Itaque,0,Overstock,Low,Future Restock Warning: Forecasted sales 403 exceed current stock 0
554,Plum Molestias,0,Overstock,Low,Future Restock Warning: Forecasted sales 467 exceed current stock 0
555,Coral Saepe,0,Perfect,Medium,Future Restock Warning: Forecasted sales 439 exceed current stock 0
556,DeepSkyBlue Adipisci,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 473 exceed current stock 0
557,Turquoise Illo,0,Perfect,Medium,Future Restock Warning: Forecasted sales 430 exceed current stock 0
558,DarkOrchid Suscipit,0,Overstock,Low,Future Restock Warning: Forecasted sales 426 exceed current stock 0
559,LightYellow Dolores,0,Perfect,Medium,Future Restock Warning: Forecasted sales 470 exceed current stock 0
560,RoyalBlue Voluptatem,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 431 exceed current stock 0
561,MediumSpringGreen Possimus,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
562,Cornsilk Nihil,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
563,PaleVioletRed Quidem,0,Overstock,Medium,Future Restock Warning: Forecasted sales 440 exceed current stock 0
564,Lime Architecto,0,Perfect,Medium,Future Restock Warning: Forecasted sales 472 exceed current stock 0
565,MediumVioletRed Quos,0,Overstock,Low,Future Restock Warning: Forecasted sales 428 exceed current stock 0
566,Gainsboro Odit,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
567,Teal Temporibus,0,Overstock,Medium,Future Restock Warning: Forecasted sales 425 exceed current stock 0
568,DarkSeaGreen Numquam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 436 exceed current stock 0
569,Yellow Quibusdam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 451 exceed current stock 0
570,Sienna Minima,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
571,SlateBlue Nulla,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 469 exceed current stock 0
572,Aquamarine Voluptates,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 440 exceed current stock 0
573,Orchid Esse,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 454 exceed current stock 0
574,DarkMagenta Aspernatur,0,Overstock,Low,Future Restock Warning: Forecasted sales 452 exceed current stock 0
575,PeachPuff Rerum,0,Overstock,Medium,Future Restock Warning: Forecasted sales 436 exceed current stock 0
576,Indigo Odit,0,Overstock,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
577,Orange Sed,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 437 exceed current stock 0
578,Snow Iure,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 475 exceed current stock 0
579,Gold Autem,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 451 exceed current stock 0
580,Silver Eveniet,0,Overstock,Low,Future Restock Warning: Forecasted sales 446 exceed current stock 0
581,MediumPurple Iste,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
582,MediumSpringGreen Illo,0,Overstock,Low,Future Restock Warning: Forecasted sales 432 exceed current stock 0
583,BlanchedAlmond Distinctio,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
584,MediumSeaGreen Quam,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
585,WhiteSmoke Vitae,0,Perfect,Medium,Future Restock Warning: Forecasted sales 425 exceed current stock 0
586,Fuchsia Excepturi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 415 exceed current stock 0
587,Red Asperiores,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
588,Orange Iure,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 423 exceed current stock 0
589,Thistle In,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
590,Brown Sit,0,Overstock,Low,Future Restock Warning: Forecasted sales 448 exceed current stock 0
591,GhostWhite Quas,0,Perfect,Medium,Future Restock Warning: Forecasted sales 455 exceed current stock 0
592,MediumAquaMarine Natus,0,Perfect,Medium,Future Restock Warning: Forecasted sales 414 exceed current stock 0
593,LightSlateGray Ratione,0,Perfect,Medium,Future Restock Warning: Forecasted sales 466 exceed current stock 0
594,Wheat Ducimus,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
595,MediumSpringGreen Modi,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
596,GhostWhite Doloremque,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 461 exceed current stock 0
597,Thistle Adipisci,0,Perfect,Medium,Future Restock Warning: Forecasted sales 430 exceed current stock 0
598,DarkBlue Sit,0,Overstock,Medium,Future Restock Warning: Forecasted sales 464 exceed current stock 0
599,LightBlue Eligendi,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 431 exceed current stock 0
600,Teal Dolor,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 435 exceed current stock 0
601,BurlyWood Possimus,0,Perfect,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
602,Green Reiciendis,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
603,Linen Velit,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 422 exceed current stock 0
604,MediumVioletRed Delectus,0,Overstock,Medium,Future Restock Warning: Forecasted sales 448 exceed current stock 0
605,FloralWhite Harum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 476 exceed current stock 0
606,LavenderBlush Saepe,0,Overstock,Low,Future Restock Warning: Forecasted sales 460 exceed current stock 0
607,DarkRed Alias,0,Overstock,Low,Future Restock Warning: Forecasted sales 443 exceed current stock 0
608,DarkSlateGray Unde,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 446 exceed current stock 0
609,Magenta Quia,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 469 exceed current stock 0
610,Gainsboro Voluptatibus,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 432 exceed current stock 0
611,LavenderBlush Quo,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 432 exceed current stock 0
612,GhostWhite Blanditiis,0,Overstock,Low,Future Restock Warning: Forecasted sales 455 exceed current stock 0
613,Pink Ipsam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 455 exceed current stock 0
614,LightSeaGreen Provident,0,Perfect,Medium,Future Restock Warning: Forecasted sales 473 exceed current stock 0
615,PaleGoldenRod Beatae,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 434 exceed current stock 0
616,Aqua Accusamus,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
617,DarkRed Quidem,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 467 exceed current stock 0
618,MediumSlateBlue Voluptates,0,Overstock,Medium,Future Restock Warning: Forecasted sales 429 exceed current stock 0
619,PowderBlue Deserunt,0,Overstock,Medium,Future Restock Warning: Forecasted sales 455 exceed current stock 0
620,PowderBlue Fugiat,0,Overstock,Low,Future Restock Warning: Forecasted sales 421 exceed current stock 0
621,Cyan Nisi,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 457 exceed current stock 0
622,Wheat Quisquam,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 461 exceed current stock 0
623,LightCyan Ex,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
624,MediumTurquoise Saepe,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 409 exceed current stock 0
625,LightCoral Rerum,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
626,LightSeaGreen Accusantium,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 425 exceed current stock 0
627,PaleTurquoise Earum,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 449 exceed current stock 0
628,Ivory Quibusdam,0,Overstock,Low,Future Restock Warning: Forecasted sales 449 exceed current stock 0
629,LimeGreen Distinctio,0,Overstock,Low,Future Restock Warning: Forecasted sales 458 exceed current stock 0
630,SaddleBrown Corrupti,0,Overstock,Medium,Future Restock Warning: Forecasted sales 458 exceed current stock 0
631,Aquamarine Voluptatum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 440 exceed current stock 0
632,RoyalBlue Cum,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
633,LightYellow A,0,Perfect,Medium,Future Restock Warning: Forecasted sales 447 exceed current stock 0
